call_id,datetime,agent,campaign,trunk,phone_number,disposition,duration,ring_time,hold_time,call_type
CDR_00001325,2024-02-16 12:03:52,Agent_002,Lead_Generation_2024,TRUNK_PRIMARY,+15731172696,No Answer,0,30,0,Outbound
CDR_00004871,2024-02-16 12:11:56,Agent_012,Customer_Retention,TRUNK_BACKUP,+15924247841,Callback Scheduled,221,14,19,Outbound
CDR_00004054,2024-02-16 12:17:10,Agent_004,New_Product_Launch,SIP_GATEWAY_2,+14911638448,Do Not Call,150,19,3,Outbound
CDR_00001026,2024-02-16 12:24:33,Agent_012,Sales_Campaign_Q1,TRUNK_PRIMARY,+18315731292,Busy,0,41,0,Outbound
CDR_00003185,2024-02-16 12:31:07,Agent_013,New_Product_Launch,VOIP_LINE_A,+14033632789,Wrong Number,16,3,0,Outbound
CDR_00003149,2024-02-16 12:33:50,Agent_010,Sales_Campaign_Q1,VOIP_LINE_A,+15121620867,Not Interested,27,3,0,Outbound
CDR_00002233,2024-02-16 12:48:49,Agent_016,New_Product_Launch,SIP_GATEWAY_2,+18203758271,Voicemail,8,20,0,Outbound
CDR_00002017,2024-02-16 13:12:10,Agent_003,New_Product_Launch,VOIP_LINE_A,+17344879051,Not Interested,126,7,5,Outbound
CDR_00003820,2024-02-16 13:26:49,Agent_002,New_Product_Launch,TRUNK_PRIMARY,+12001802738,Wrong Number,12,29,0,Outbound
CDR_00001593,2024-02-16 13:47:01,Agent_007,New_Product_Launch,SIP_GATEWAY_1,+18155876073,Interested,94,29,24,Outbound
CDR_00001260,2024-02-16 13:47:03,Agent_011,Survey_Campaign,VOIP_LINE_B,+17414827296,Do Not Call,132,6,27,Outbound
CDR_00001935,2024-02-16 13:50:26,Agent_009,New_Product_Launch,TRUNK_BACKUP,+14402735489,Interested,283,24,20,Outbound
CDR_00002518,2024-02-16 13:53:07,Agent_009,Survey_Campaign,VOIP_LINE_B,+17491838038,Callback Scheduled,221,24,29,Outbound
CDR_00000382,2024-02-16 13:58:07,Agent_016,Collection_Drive,VOIP_LINE_B,+14428182210,Do Not Call,133,15,8,Outbound
CDR_00001084,2024-02-16 14:05:12,Agent_004,New_Product_Launch,SIP_GATEWAY_2,+12535761859,Not Interested,180,12,14,Outbound
CDR_00004628,2024-02-16 14:07:17,Agent_006,Lead_Generation_2024,TRUNK_BACKUP,+16798072781,No Answer,0,50,0,Outbound
CDR_00004634,2024-02-16 14:13:44,Agent_010,Survey_Campaign,TRUNK_BACKUP,+18205583621,Callback Scheduled,282,23,4,Outbound
CDR_00003012,2024-02-16 14:27:29,Agent_005,Customer_Retention,VOIP_LINE_B,+13845053362,Sale,390,26,28,Outbound
CDR_00004753,2024-02-16 14:33:22,Agent_005,Lead_Generation_2024,TRUNK_BACKUP,+15871633494,Language Barrier,143,27,20,Outbound
CDR_00003892,2024-02-16 14:36:41,Agent_005,Customer_Retention,SIP_GATEWAY_2,+15817596425,Callback Scheduled,272,11,0,Outbound
CDR_00002123,2024-02-16 14:41:33,Agent_007,Survey_Campaign,SIP_GATEWAY_2,+13908275442,No Answer,0,55,0,Outbound
CDR_00004705,2024-02-16 14:48:44,Agent_002,Customer_Retention,SIP_GATEWAY_1,+13478511019,Voicemail,22,5,0,Outbound
CDR_00004999,2024-02-16 14:59:32,Agent_016,New_Product_Launch,TRUNK_PRIMARY,+16216033201,Not Interested,158,13,30,Outbound
CDR_00002677,2024-02-16 15:01:07,Agent_014,Collection_Drive,VOIP_LINE_B,+17153941443,No Answer,0,55,0,Outbound
CDR_00001000,2024-02-16 15:04:31,Agent_017,Lead_Generation_2024,TRUNK_PRIMARY,+16314273052,No Answer,0,37,0,Outbound
CDR_00002984,2024-02-16 15:14:05,Agent_006,Sales_Campaign_Q1,SIP_GATEWAY_1,+18859028068,Interested,168,20,26,Outbound
CDR_00002286,2024-02-16 15:28:10,Agent_018,Sales_Campaign_Q1,TRUNK_BACKUP,+17755816036,Voicemail,30,21,0,Outbound
CDR_00004528,2024-02-16 15:32:26,Agent_006,New_Product_Launch,VOIP_LINE_B,+14666725715,No Answer,0,34,0,Outbound
CDR_00000834,2024-02-16 15:43:49,Agent_015,New_Product_Launch,TRUNK_PRIMARY,+19899455183,Do Not Call,79,24,16,Outbound
CDR_00002968,2024-02-16 16:21:27,Agent_008,Survey_Campaign,SIP_GATEWAY_1,+19914694870,Busy,0,27,0,Outbound
CDR_00001042,2024-02-16 16:28:11,Agent_013,Lead_Generation_2024,TRUNK_BACKUP,+16558323432,Not Interested,93,19,6,Outbound
CDR_00000127,2024-02-16 16:38:39,Agent_017,Sales_Campaign_Q1,SIP_GATEWAY_1,+17373694429,Not Interested,168,26,0,Outbound
CDR_00003132,2024-02-16 16:42:47,Agent_014,Lead_Generation_2024,SIP_GATEWAY_1,+15891745232,Busy,0,21,0,Outbound
CDR_00001502,2024-02-16 16:53:31,Agent_009,Survey_Campaign,VOIP_LINE_B,+13914533344,Interested,101,25,14,Outbound
CDR_00002742,2024-02-16 16:54:38,Agent_020,Customer_Retention,SIP_GATEWAY_1,+17249425687,Busy,0,53,0,Outbound
CDR_00003709,2024-02-16 17:09:30,Agent_014,Customer_Retention,TRUNK_BACKUP,+18247638399,No Answer,0,29,0,Outbound
CDR_00002121,2024-02-16 17:22:50,Agent_014,Collection_Drive,TRUNK_BACKUP,+14707299298,Callback Scheduled,89,15,24,Outbound
CDR_00000663,2024-02-16 17:30:45,Agent_011,Survey_Campaign,VOIP_LINE_A,+14691627068,No Answer,0,30,0,Outbound
CDR_00000820,2024-02-16 17:42:54,Agent_019,Customer_Retention,SIP_GATEWAY_1,+13673259328,Callback Scheduled,157,23,8,Outbound
CDR_00004675,2024-02-16 18:04:41,Agent_019,Survey_Campaign,SIP_GATEWAY_2,+18411450827,Sale,564,14,26,Outbound
CDR_00002141,2024-02-16 18:05:12,Agent_006,New_Product_Launch,VOIP_LINE_B,+15625417539,No Answer,0,47,0,Outbound
CDR_00000101,2024-02-16 18:26:25,Agent_015,Lead_Generation_2024,TRUNK_PRIMARY,+17511689930,Callback Scheduled,241,27,1,Outbound
CDR_00003569,2024-02-16 18:58:01,Agent_016,Collection_Drive,SIP_GATEWAY_2,+16957143246,Voicemail,21,22,0,Outbound
CDR_00000446,2024-02-17 08:12:57,Agent_004,Collection_Drive,SIP_GATEWAY_1,+19383625850,Fax/Modem,0,56,0,Outbound
CDR_00002934,2024-02-17 08:18:00,Agent_016,Customer_Retention,VOIP_LINE_A,+13649630146,No Answer,0,39,0,Outbound
CDR_00001886,2024-02-17 08:28:01,Agent_020,Survey_Campaign,TRUNK_PRIMARY,+12292474653,No Answer,0,56,0,Outbound
CDR_00004659,2024-02-17 09:19:28,Agent_009,Collection_Drive,SIP_GATEWAY_1,+18813022532,Wrong Number,30,24,0,Outbound
CDR_00001957,2024-02-17 09:26:01,Agent_018,New_Product_Launch,TRUNK_BACKUP,+18824224716,Callback Scheduled,250,28,23,Outbound
CDR_00002611,2024-02-17 09:33:27,Agent_001,Collection_Drive,VOIP_LINE_B,+16959068477,No Answer,0,26,0,Outbound
CDR_00004530,2024-02-17 09:48:58,Agent_013,Sales_Campaign_Q1,VOIP_LINE_B,+15864978955,Voicemail,22,18,0,Outbound
CDR_00001699,2024-02-17 10:24:11,Agent_016,Sales_Campaign_Q1,SIP_GATEWAY_2,+18592661200,Sale,197,13,17,Outbound
CDR_00001076,2024-02-17 10:33:52,Agent_004,Sales_Campaign_Q1,SIP_GATEWAY_2,+18713923187,No Answer,0,15,0,Outbound
CDR_00004367,2024-02-17 10:49:48,Agent_002,Customer_Retention,TRUNK_PRIMARY,+18156105266,Transferred,31,7,0,Outbound
CDR_00000740,2024-02-17 10:52:56,Agent_001,Collection_Drive,TRUNK_BACKUP,+16916040843,Not Interested,58,12,0,Outbound
CDR_00001525,2024-02-17 11:23:10,Agent_011,Sales_Campaign_Q1,SIP_GATEWAY_2,+17904866777,Interested,256,21,18,Outbound
CDR_00003173,2024-02-17 11:25:29,Agent_015,Survey_Campaign,VOIP_LINE_B,+15241338426,No Answer,0,21,0,Outbound
CDR_00002108,2024-02-17 11:50:04,Agent_014,Survey_Campaign,VOIP_LINE_A,+13765502068,No Answer,0,20,0,Outbound
CDR_00001556,2024-02-17 11:50:55,Agent_019,Lead_Generation_2024,VOIP_LINE_A,+18076992458,Wrong Number,24,7,0,Outbound
CDR_00000584,2024-02-17 11:57:27,Agent_009,Collection_Drive,TRUNK_PRIMARY,+12523634507,Not Interested,126,9,0,Outbound
CDR_00003642,2024-02-17 11:58:24,Agent_015,Customer_Retention,SIP_GATEWAY_2,+17301619861,Voicemail,22,18,0,Outbound
CDR_00001665,2024-02-17 12:13:28,Agent_015,Lead_Generation_2024,TRUNK_BACKUP,+15534397153,Busy,0,17,0,Outbound
CDR_00003406,2024-02-17 12:19:36,Agent_001,Collection_Drive,SIP_GATEWAY_1,+13105502952,Not Interested,160,23,25,Outbound
CDR_00000622,2024-02-17 12:23:17,Agent_008,New_Product_Launch,VOIP_LINE_A,+16559751085,Voicemail,20,18,0,Outbound
CDR_00001089,2024-02-17 12:24:58,Agent_012,Collection_Drive,TRUNK_BACKUP,+16237327269,Sale,232,14,29,Outbound
CDR_00002658,2024-02-17 12:32:04,Agent_002,Collection_Drive,SIP_GATEWAY_1,+16298478627,Not Interested,136,16,2,Outbound
CDR_00001296,2024-02-17 12:33:12,Agent_009,New_Product_Launch,TRUNK_PRIMARY,+19602089988,Voicemail,26,6,0,Outbound
CDR_00000484,2024-02-17 12:42:18,Agent_006,Sales_Campaign_Q1,TRUNK_BACKUP,+19173584135,No Answer,0,54,0,Outbound
CDR_00004351,2024-02-17 12:48:02,Agent_020,Survey_Campaign,VOIP_LINE_A,+17885352539,No Answer,0,51,0,Outbound
CDR_00002050,2024-02-17 12:56:31,Agent_017,Customer_Retention,TRUNK_BACKUP,+13385282766,Sale,387,4,26,Outbound
CDR_00004387,2024-02-17 12:57:07,Agent_020,New_Product_Launch,SIP_GATEWAY_2,+14288188568,Voicemail,20,30,0,Outbound
CDR_00002361,2024-02-17 12:58:47,Agent_001,Sales_Campaign_Q1,SIP_GATEWAY_2,+13116149513,Sale,576,20,16,Outbound
CDR_00003098,2024-02-17 13:06:51,Agent_013,Sales_Campaign_Q1,TRUNK_PRIMARY,+12252168762,Not Interested,81,8,10,Outbound
CDR_00003160,2024-02-17 13:12:15,Agent_015,New_Product_Launch,VOIP_LINE_B,+19965837625,No Answer,0,48,0,Outbound
CDR_00004591,2024-02-17 13:21:15,Agent_015,Lead_Generation_2024,VOIP_LINE_B,+12439358253,No Answer,0,22,0,Outbound
CDR_00001378,2024-02-17 13:21:57,Agent_015,Collection_Drive,VOIP_LINE_B,+14322747024,No Answer,0,29,0,Outbound
CDR_00003001,2024-02-17 13:33:49,Agent_004,New_Product_Launch,VOIP_LINE_B,+19579783486,Not Interested,83,13,23,Outbound
CDR_00000224,2024-02-17 14:11:41,Agent_020,New_Product_Launch,TRUNK_BACKUP,+17057965845,Callback Scheduled,189,17,9,Outbound
CDR_00000952,2024-02-17 14:16:57,Agent_001,New_Product_Launch,SIP_GATEWAY_2,+17568055177,No Answer,0,53,0,Outbound
CDR_00004141,2024-02-17 14:37:07,Agent_013,Lead_Generation_2024,TRUNK_PRIMARY,+19017717720,Disconnected,0,42,0,Outbound
CDR_00004134,2024-02-17 14:53:32,Agent_001,Lead_Generation_2024,TRUNK_BACKUP,+13156369407,No Answer,0,37,0,Outbound
CDR_00004030,2024-02-17 15:24:46,Agent_013,New_Product_Launch,TRUNK_BACKUP,+19342409437,Callback Scheduled,132,28,28,Outbound
CDR_00001666,2024-02-17 16:02:15,Agent_015,Survey_Campaign,TRUNK_PRIMARY,+17106632462,Wrong Number,15,20,0,Outbound
CDR_00004492,2024-02-17 16:50:00,Agent_004,Sales_Campaign_Q1,TRUNK_BACKUP,+13623113789,Sale,157,26,12,Outbound
CDR_00000775,2024-02-17 17:20:45,Agent_011,Customer_Retention,TRUNK_BACKUP,+19454098617,Callback Scheduled,76,5,19,Outbound
CDR_00003686,2024-02-17 17:40:02,Agent_011,Sales_Campaign_Q1,SIP_GATEWAY_1,+15732600784,Fax/Modem,0,34,0,Outbound
CDR_00003339,2024-02-17 17:52:15,Agent_006,Collection_Drive,TRUNK_BACKUP,+18135528929,Voicemail,28,16,0,Outbound
CDR_00000677,2024-02-17 18:36:44,Agent_018,Sales_Campaign_Q1,TRUNK_BACKUP,+13809345553,No Answer,0,46,0,Outbound
CDR_00002092,2024-02-17 18:44:21,Agent_006,Collection_Drive,VOIP_LINE_A,+17701305667,Callback Scheduled,270,6,29,Outbound
CDR_00002824,2024-02-17 19:31:07,Agent_002,Survey_Campaign,SIP_GATEWAY_1,+13131647863,Callback Scheduled,118,21,24,Outbound
CDR_00002478,2024-02-17 19:57:31,Agent_013,Collection_Drive,VOIP_LINE_A,+19741771347,No Answer,0,53,0,Outbound
CDR_00000286,2024-02-18 08:09:49,Agent_017,Customer_Retention,TRUNK_BACKUP,+19179570805,Callback Scheduled,241,7,23,Outbound
CDR_00002140,2024-02-18 08:24:54,Agent_001,Collection_Drive,VOIP_LINE_B,+17292287997,Interested,201,22,16,Outbound
CDR_00000752,2024-02-18 09:10:27,Agent_010,Customer_Retention,SIP_GATEWAY_1,+16993756679,Voicemail,15,27,0,Outbound
CDR_00003562,2024-02-18 09:27:20,Agent_017,Sales_Campaign_Q1,VOIP_LINE_A,+17498749735,Wrong Number,27,20,0,Outbound
CDR_00000381,2024-02-18 09:32:56,Agent_010,Sales_Campaign_Q1,VOIP_LINE_A,+13697527774,Busy,0,47,0,Outbound
CDR_00004536,2024-02-18 09:43:07,Agent_012,Sales_Campaign_Q1,VOIP_LINE_B,+14429606456,No Answer,0,51,0,Outbound
CDR_00003209,2024-02-18 10:05:15,Agent_020,New_Product_Launch,VOIP_LINE_A,+19245841778,Voicemail,30,17,0,Outbound
CDR_00002461,2024-02-18 10:12:24,Agent_020,Lead_Generation_2024,VOIP_LINE_B,+12166685931,Callback Scheduled,266,8,30,Outbound
CDR_00003178,2024-02-18 10:39:25,Agent_010,Survey_Campaign,TRUNK_PRIMARY,+13253047732,Not Interested,136,20,30,Outbound
CDR_00003717,2024-02-18 10:57:36,Agent_010,Sales_Campaign_Q1,VOIP_LINE_A,+12778021489,No Answer,0,31,0,Outbound
CDR_00003664,2024-02-18 11:01:02,Agent_006,Customer_Retention,VOIP_LINE_B,+12544379348,Sale,299,29,17,Outbound
CDR_00002940,2024-02-18 11:03:32,Agent_010,New_Product_Launch,SIP_GATEWAY_1,+12258519014,No Answer,0,39,0,Outbound
CDR_00004981,2024-02-18 11:06:02,Agent_008,Collection_Drive,SIP_GATEWAY_2,+12743346647,No Answer,0,23,0,Outbound
CDR_00001078,2024-02-18 11:32:10,Agent_004,Collection_Drive,SIP_GATEWAY_1,+17561644265,Voicemail,28,26,0,Outbound
CDR_00001864,2024-02-18 11:52:36,Agent_006,New_Product_Launch,VOIP_LINE_A,+14263658410,No Answer,0,49,0,Outbound
CDR_00000845,2024-02-18 11:59:01,Agent_009,New_Product_Launch,VOIP_LINE_A,+15967203315,Do Not Call,80,12,5,Outbound
CDR_00002183,2024-02-18 12:04:07,Agent_001,Collection_Drive,SIP_GATEWAY_2,+14465996973,Not Interested,116,27,11,Outbound
CDR_00004210,2024-02-18 12:27:12,Agent_013,Collection_Drive,TRUNK_BACKUP,+15089227858,Busy,0,56,0,Outbound
CDR_00004202,2024-02-18 12:41:05,Agent_001,New_Product_Launch,TRUNK_BACKUP,+16554868777,Not Interested,176,3,3,Outbound
CDR_00002156,2024-02-18 12:48:44,Agent_020,Survey_Campaign,VOIP_LINE_A,+14272927205,Not Interested,38,20,0,Outbound
CDR_00001691,2024-02-18 13:02:31,Agent_020,Collection_Drive,TRUNK_BACKUP,+16651880511,Interested,233,5,23,Outbound
CDR_00004577,2024-02-18 13:03:30,Agent_007,Collection_Drive,VOIP_LINE_B,+12324791123,Do Not Call,144,22,12,Outbound
CDR_00001486,2024-02-18 13:03:58,Agent_010,New_Product_Launch,SIP_GATEWAY_2,+13828778051,Voicemail,24,7,0,Outbound
CDR_00000835,2024-02-18 13:21:50,Agent_008,New_Product_Launch,VOIP_LINE_B,+12756280930,Callback Scheduled,157,28,10,Outbound
CDR_00002503,2024-02-18 13:22:30,Agent_016,New_Product_Launch,TRUNK_PRIMARY,+14593696495,No Answer,0,30,0,Outbound
CDR_00002703,2024-02-18 13:23:10,Agent_001,New_Product_Launch,TRUNK_PRIMARY,+17541932831,Busy,0,56,0,Outbound
CDR_00004357,2024-02-18 13:33:51,Agent_017,New_Product_Launch,VOIP_LINE_B,+18001324299,Do Not Call,91,13,30,Outbound
CDR_00002566,2024-02-18 13:37:44,Agent_015,Customer_Retention,VOIP_LINE_A,+12561770283,Wrong Number,24,30,0,Outbound
CDR_00004629,2024-02-18 13:37:57,Agent_002,Survey_Campaign,SIP_GATEWAY_2,+16435277560,No Answer,0,50,0,Outbound
CDR_00002115,2024-02-18 13:38:21,Agent_015,Sales_Campaign_Q1,SIP_GATEWAY_2,+13271352062,Not Interested,22,8,0,Outbound
CDR_00003934,2024-02-18 13:44:58,Agent_012,Customer_Retention,TRUNK_PRIMARY,+12858663546,Callback Scheduled,178,16,0,Outbound
CDR_00001673,2024-02-18 13:47:31,Agent_002,Customer_Retention,VOIP_LINE_B,+18879194030,Interested,212,10,22,Outbound
CDR_00004610,2024-02-18 13:48:07,Agent_013,Lead_Generation_2024,TRUNK_PRIMARY,+17184106866,Interested,274,28,8,Outbound
CDR_00004940,2024-02-18 13:56:08,Agent_020,Collection_Drive,VOIP_LINE_B,+12398679362,Do Not Call,98,30,17,Outbound
CDR_00001667,2024-02-18 14:14:30,Agent_009,Survey_Campaign,TRUNK_PRIMARY,+18736784665,Busy,0,18,0,Outbound
CDR_00001953,2024-02-18 14:31:20,Agent_015,Collection_Drive,SIP_GATEWAY_2,+18335306744,Do Not Call,99,22,24,Outbound
CDR_00004014,2024-02-18 14:57:54,Agent_009,Collection_Drive,VOIP_LINE_A,+18161111390,Not Interested,148,3,3,Outbound
CDR_00001592,2024-02-18 15:00:15,Agent_016,Customer_Retention,VOIP_LINE_A,+16659965640,Callback Scheduled,80,24,30,Outbound
CDR_00001395,2024-02-18 15:17:30,Agent_017,Lead_Generation_2024,VOIP_LINE_B,+15585344380,Voicemail,20,12,0,Outbound
CDR_00001457,2024-02-18 15:18:54,Agent_014,Survey_Campaign,TRUNK_BACKUP,+13505329476,No Answer,0,60,0,Outbound
CDR_00000668,2024-02-18 15:30:57,Agent_017,Sales_Campaign_Q1,VOIP_LINE_A,+14887855228,Callback Scheduled,273,7,0,Outbound
CDR_00002446,2024-02-18 16:06:49,Agent_016,Lead_Generation_2024,SIP_GATEWAY_1,+18768448879,Sale,368,9,2,Outbound
CDR_00000367,2024-02-18 16:24:34,Agent_005,Survey_Campaign,TRUNK_PRIMARY,+13231540842,No Answer,0,55,0,Outbound
CDR_00002807,2024-02-18 16:53:29,Agent_007,Collection_Drive,VOIP_LINE_A,+14933072791,Voicemail,18,6,0,Outbound
CDR_00002195,2024-02-18 17:03:03,Agent_001,Collection_Drive,SIP_GATEWAY_2,+16036006823,Not Interested,85,14,27,Outbound
CDR_00003471,2024-02-18 17:08:26,Agent_004,Collection_Drive,VOIP_LINE_B,+14685833006,Not Interested,127,13,29,Outbound
CDR_00003097,2024-02-18 17:19:21,Agent_004,Sales_Campaign_Q1,VOIP_LINE_B,+12244735214,No Answer,0,17,0,Outbound
CDR_00002745,2024-02-18 17:19:57,Agent_012,New_Product_Launch,TRUNK_BACKUP,+13394376634,No Answer,0,23,0,Outbound
CDR_00000634,2024-02-18 17:25:21,Agent_019,Lead_Generation_2024,VOIP_LINE_A,+17126296119,No Answer,0,37,0,Outbound
CDR_00004720,2024-02-18 17:58:50,Agent_016,Sales_Campaign_Q1,SIP_GATEWAY_2,+12175245110,No Answer,0,16,0,Outbound
CDR_00000687,2024-02-18 19:27:19,Agent_020,Collection_Drive,VOIP_LINE_A,+16191786031,Callback Scheduled,287,10,30,Outbound
CDR_00002282,2024-02-18 19:45:58,Agent_008,Survey_Campaign,VOIP_LINE_A,+19506759491,Busy,0,53,0,Outbound
CDR_00003134,2024-02-18 20:37:27,Agent_016,Sales_Campaign_Q1,SIP_GATEWAY_1,+19809669920,Busy,0,40,0,Outbound
CDR_00003690,2024-02-19 08:15:30,Agent_005,Sales_Campaign_Q1,SIP_GATEWAY_2,+16552589203,Interested,291,8,0,Outbound
CDR_00002671,2024-02-19 09:09:01,Agent_008,Collection_Drive,TRUNK_BACKUP,+13748486516,Interested,72,5,16,Outbound
CDR_00000017,2024-02-19 09:29:02,Agent_006,New_Product_Launch,VOIP_LINE_A,+14756734120,Language Barrier,125,28,26,Outbound
CDR_00004442,2024-02-19 09:36:09,Agent_007,Customer_Retention,TRUNK_BACKUP,+12142176262,Disconnected,0,15,0,Outbound
CDR_00003666,2024-02-19 09:42:23,Agent_019,Sales_Campaign_Q1,SIP_GATEWAY_2,+13649025802,Voicemail,10,14,0,Outbound
CDR_00002985,2024-02-19 09:51:02,Agent_005,New_Product_Launch,TRUNK_PRIMARY,+15111787845,Not Interested,48,26,0,Outbound
CDR_00003621,2024-02-19 10:26:04,Agent_010,Customer_Retention,VOIP_LINE_A,+17325447183,Not Interested,29,19,0,Outbound
CDR_00000438,2024-02-19 10:31:55,Agent_010,Customer_Retention,TRUNK_BACKUP,+17622735607,Interested,223,11,27,Outbound
CDR_00001174,2024-02-19 10:32:35,Agent_020,Customer_Retention,VOIP_LINE_B,+15901678650,Not Interested,85,3,25,Outbound
CDR_00004348,2024-02-19 11:16:30,Agent_005,New_Product_Launch,VOIP_LINE_B,+16227408391,Language Barrier,89,11,27,Outbound
CDR_00004215,2024-02-19 11:56:05,Agent_005,Survey_Campaign,SIP_GATEWAY_2,+17057906532,No Answer,0,36,0,Outbound
CDR_00004317,2024-02-19 11:59:19,Agent_016,Customer_Retention,SIP_GATEWAY_1,+15366763264,Callback Scheduled,261,12,5,Outbound
CDR_00000499,2024-02-19 12:02:08,Agent_017,New_Product_Launch,TRUNK_PRIMARY,+14535374360,Interested,146,30,17,Outbound
CDR_00003806,2024-02-19 12:02:30,Agent_006,Collection_Drive,TRUNK_PRIMARY,+16716311545,No Answer,0,48,0,Outbound
CDR_00004510,2024-02-19 12:13:01,Agent_002,Survey_Campaign,TRUNK_PRIMARY,+13081632886,Not Interested,52,10,0,Outbound
CDR_00002953,2024-02-19 12:16:23,Agent_012,Survey_Campaign,TRUNK_PRIMARY,+14526928593,No Answer,0,22,0,Outbound
CDR_00002843,2024-02-19 12:27:21,Agent_020,Lead_Generation_2024,SIP_GATEWAY_1,+18762901983,Wrong Number,11,17,0,Outbound
CDR_00002125,2024-02-19 12:28:04,Agent_016,Collection_Drive,TRUNK_BACKUP,+15185187086,No Answer,0,38,0,Outbound
CDR_00004036,2024-02-19 12:32:22,Agent_010,Collection_Drive,TRUNK_BACKUP,+12046236331,Voicemail,20,10,0,Outbound
CDR_00001434,2024-02-19 12:47:08,Agent_020,New_Product_Launch,SIP_GATEWAY_1,+13133151967,Wrong Number,22,10,0,Outbound
CDR_00003792,2024-02-19 12:49:33,Agent_013,Lead_Generation_2024,SIP_GATEWAY_2,+18335960858,No Answer,0,45,0,Outbound
CDR_00000110,2024-02-19 13:11:01,Agent_001,New_Product_Launch,TRUNK_PRIMARY,+17004300653,No Answer,0,55,0,Outbound
CDR_00004223,2024-02-19 13:16:12,Agent_015,Customer_Retention,SIP_GATEWAY_2,+17234375799,No Answer,0,36,0,Outbound
CDR_00001630,2024-02-19 13:23:14,Agent_009,Survey_Campaign,TRUNK_PRIMARY,+17433469020,Callback Scheduled,283,9,17,Outbound
CDR_00002581,2024-02-19 13:28:41,Agent_018,New_Product_Launch,VOIP_LINE_A,+16957854468,Voicemail,30,10,0,Outbound
CDR_00002224,2024-02-19 13:29:23,Agent_003,Customer_Retention,SIP_GATEWAY_1,+12057147981,Not Interested,157,15,15,Outbound
CDR_00000122,2024-02-19 13:33:50,Agent_010,New_Product_Launch,SIP_GATEWAY_1,+13691511336,Busy,0,54,0,Outbound
CDR_00002325,2024-02-19 13:36:01,Agent_018,Customer_Retention,VOIP_LINE_B,+12587506835,Do Not Call,53,22,0,Outbound
CDR_00003087,2024-02-19 13:40:49,Agent_004,New_Product_Launch,VOIP_LINE_B,+19865364777,No Answer,0,44,0,Outbound
CDR_00001841,2024-02-19 13:41:30,Agent_015,Collection_Drive,SIP_GATEWAY_2,+18859150846,No Answer,0,19,0,Outbound
CDR_00004878,2024-02-19 13:47:41,Agent_004,Survey_Campaign,SIP_GATEWAY_1,+18933584396,Disconnected,0,30,0,Outbound
CDR_00004380,2024-02-19 13:49:57,Agent_013,New_Product_Launch,VOIP_LINE_A,+12166311711,No Answer,0,17,0,Outbound
CDR_00000737,2024-02-19 14:11:03,Agent_012,Collection_Drive,SIP_GATEWAY_2,+14406508750,No Answer,0,54,0,Outbound
CDR_00001938,2024-02-19 14:14:20,Agent_010,Collection_Drive,VOIP_LINE_B,+15792136748,Wrong Number,21,18,0,Outbound
CDR_00004592,2024-02-19 14:24:38,Agent_009,Collection_Drive,TRUNK_PRIMARY,+12305562129,Fax/Modem,0,51,0,Outbound
CDR_00000138,2024-02-19 14:27:40,Agent_007,Customer_Retention,VOIP_LINE_A,+18984322486,Voicemail,27,10,0,Outbound
CDR_00001288,2024-02-19 14:31:26,Agent_006,Survey_Campaign,TRUNK_PRIMARY,+13246620949,No Answer,0,28,0,Outbound
CDR_00001137,2024-02-19 14:53:18,Agent_002,New_Product_Launch,VOIP_LINE_B,+12504384850,Do Not Call,53,5,0,Outbound
CDR_00000514,2024-02-19 14:56:50,Agent_009,Customer_Retention,TRUNK_PRIMARY,+13538012408,Not Interested,170,28,29,Outbound
CDR_00002922,2024-02-19 15:15:36,Agent_001,Customer_Retention,TRUNK_BACKUP,+13178715735,Voicemail,23,15,0,Outbound
CDR_00000106,2024-02-19 15:21:24,Agent_001,Collection_Drive,SIP_GATEWAY_2,+17875702637,Interested,136,5,5,Outbound
CDR_00004883,2024-02-19 15:32:43,Agent_008,Lead_Generation_2024,SIP_GATEWAY_1,+18268964018,No Answer,0,48,0,Outbound
CDR_00004312,2024-02-19 15:35:05,Agent_006,Lead_Generation_2024,TRUNK_BACKUP,+19325095008,Voicemail,10,7,0,Outbound
CDR_00002832,2024-02-19 16:04:51,Agent_016,Customer_Retention,TRUNK_BACKUP,+15693311622,Interested,161,29,2,Outbound
CDR_00003711,2024-02-19 16:09:14,Agent_019,New_Product_Launch,SIP_GATEWAY_2,+12828407266,Interested,258,19,0,Outbound
CDR_00001277,2024-02-19 16:11:51,Agent_003,Lead_Generation_2024,TRUNK_BACKUP,+13282543421,Interested,262,25,30,Outbound
CDR_00003426,2024-02-19 16:13:03,Agent_011,Survey_Campaign,VOIP_LINE_A,+13476214957,Callback Scheduled,208,10,1,Outbound
CDR_00003505,2024-02-19 16:16:27,Agent_002,Sales_Campaign_Q1,TRUNK_BACKUP,+15522940471,Busy,0,36,0,Outbound
CDR_00000833,2024-02-19 16:35:29,Agent_012,Collection_Drive,VOIP_LINE_B,+19078091546,Not Interested,48,27,0,Outbound
CDR_00001312,2024-02-19 16:59:12,Agent_010,Survey_Campaign,VOIP_LINE_A,+18317727290,No Answer,0,43,0,Outbound
CDR_00003640,2024-02-19 18:25:03,Agent_002,Lead_Generation_2024,VOIP_LINE_B,+17472356691,No Answer,0,34,0,Outbound
CDR_00003529,2024-02-19 18:43:19,Agent_016,New_Product_Launch,VOIP_LINE_B,+16474941900,Callback Scheduled,229,16,8,Outbound
